"GEN","REP","Yield","DryMatter","Carotenoid","RootShapeScore","StorageScore"
"SP017",1,13.3409797050607,30.1370516507273,16.8650994859707,5.90782775029489,5.38843565531413
"SP017",2,-11.7788880806288,25.5010890194107,21.2552108534184,5.95692066645916,4.67916449365713
"SP018",1,43.7090930468072,30.2474094012942,18.8387385010803,3.2654498720649,6.29016271071482
"SP018",2,42.2133653309717,33.5286274665699,16.6534767091777,3.39751363598384,4.82881214617247
"SP019",1,14.8727680212554,24.979154230106,21.8549063759855,2.89365679185013,4.02253150049977
"SP019",2,6.73636068068757,27.9278343945873,8.27609820307262,4.53724497024617,7.05991413060368
"SP020",1,15.1635610138565,19.8508820818215,-1.69776585978694,7.41175382357212,5.16645620923888
"SP020",2,34.5406988308338,25.2101092675601,7.64961584377202,5.92341923798803,11.2996766369439
"SP021",1,35.2775326355323,23.2259571873083,19.2570026524406,3.42419542660212,5.86154096517429
"SP021",2,25.2243030779625,29.6167113610966,29.1667884851186,6.21553484374053,4.96928344632658
"SP022",1,34.1314000970136,32.4109641011027,9.69614666804304,10.8783817737204,1.99663727001434
"SP022",2,28.0153685482754,31.8684769130332,13.7076915064481,7.46139398777721,5.03037480167397
"SP023",1,30.8482954475932,33.8478365982937,21.6913271238151,3.18714496887145,6.05382507665523
"SP023",2,54.4566780081765,36.6206140985952,23.0464716899032,6.19899900224756,3.04344851843338
"SP024",1,19.0320773433642,19.94639719789,34.7654556375003,4.16095441443638,6.75784555675819
"SP024",2,27.0263099445754,21.8805201419957,21.5531211833208,6.98641714781948,2.75514208993394
"SP025",1,45.817413295376,38.3279500574254,14.1264219738925,1.02748068474687,7.25207140348415
"SP025",2,1.87781922979078,31.0045241318907,23.9516606092237,1.7889966921859,8.49728191151514
"SP026",1,51.8742297887312,21.7982914284902,7.07155569451301,7.80033599421697,4.79689335849963
"SP026",2,22.3883774741756,21.4599837257459,-4.06840308404275,9.41324087298654,6.60603483929783
"SP027",1,23.7822690168841,24.3700652443367,-0.4661806879463,6.98308720778736,1.31308127544372
"SP027",2,50.3725880916545,32.6687720187688,23.2435707094595,6.66083310642981,7.96178192091407
"SP028",1,30.8304388655191,17.0124301578071,33.9778228152637,2.57626695668749,6.54637187250808
"SP028",2,33.9760902430446,20.9957531091727,23.1481592361716,6.50890127331993,4.67631034732129
"SP029",1,27.4223551564237,29.7731893452621,15.169491918912,3.44786080024137,3.7748438406382
"SP029",2,46.3402898320304,18.3885351603467,11.5274077648633,6.30731475575022,6.90550404770396
"SP030",1,39.9135287812529,27.1728398778108,8.36150491357235,5.24612271949502,3.1141465114873
"SP030",2,42.285055479757,29.6043527399338,-3.09797766915803,10.2290445926212,5.55004936998317
"SP031",1,67.4561540757079,35.5975223610233,24.2585627161742,3.28339135566545,5.27339835919143
"SP031",2,33.770681669397,35.3552781366978,4.17463628651846,2.26547064755427,5.82220359909315
"SP032",1,60.2516489359681,28.2402925307155,14.1177523997431,6.84687560331844,6.89749404337101
"SP032",2,57.0899192217429,32.0934129212586,24.1530905964474,7.58561262534443,6.16499341986443
"SP033",1,18.09911267189,26.8609309942797,23.0206189782537,3.10450724822113,4.15793568134683
"SP033",2,36.8331370713406,34.8866209328701,9.36620405730011,4.40090480307348,4.30855632303168
"SP034",1,44.9100457448925,33.8491809484093,18.4068065157795,6.5315815685394,4.27170115837178
"SP034",2,17.4824635477252,25.9364931095111,13.6905589896274,4.20442805761139,3.49639306214589
"SP035",1,26.4714676690491,25.529967000101,20.5716823371152,6.83713646096605,4.4046033535092
"SP035",2,8.81018363352899,18.1635147024388,26.8201464137631,6.23785341000976,1.39904642104697
"SP036",1,22.6020822776555,33.7379070613428,13.164299443828,3.71001073838524,4.69189103922445
"SP036",2,26.7439546407463,25.9929207733302,24.5690799434832,5.02597159029776,6.79697255053448
"SP037",1,3.72109845877254,33.0494567879231,15.6451595304414,3.97216530394441,5.85935061547669
"SP037",2,17.5202170346035,38.9660195224934,0.0237712087025912,4.69479393417355,5.03450301327014
"SP038",1,15.8360827433901,20.6776119366017,10.2880770023563,3.17188712018629,3.90564762225832
"SP038",2,29.8094160737245,37.5715927195673,5.78253391900938,2.99314039550977,4.60833622408987
"SP039",1,8.95946820399663,39.7318373658874,11.6846227046504,5.36077318451338,6.69586843673761
"SP039",2,14.2458749144662,28.9707968936528,11.2199995732458,6.54623656896106,4.15744133779306
"SP040",1,27.4830596292823,33.9254178010575,-1.99752107119509,10.4174843065293,6.38737728582727
"SP040",2,42.701378777788,32.760877019875,-8.41667596893885,5.79627080585257,4.39153365840965
"SP041",1,34.6375408139438,32.1944900645345,2.94110172727393,7.44077621343998,5.40402173162045
"SP041",2,37.4197480614643,29.4232074663497,5.478559844751,5.52073804964997,5.21182456202861
"SP042",1,6.27406473519903,43.4996766562342,41.0287599930129,3.2536705602244,7.63825481099336
"SP042",2,9.16546704176639,36.2334447058926,-1.54703958384232,1.30364305938918,4.74939536393013
"SP043",1,26.5979384381344,24.9530447201602,24.439862807941,6.41975977528201,4.55944264581564
"SP043",2,19.1068197404909,35.6297193829386,2.19067464589599,4.06392838866486,4.95093372120878
"SP044",1,23.4392101838342,42.9336332741061,14.4797292977,5.22060966998838,6.90923556531869
"SP044",2,31.1909017688685,29.5658526103392,8.60589326713774,3.48881301258115,4.75008761843718
"SP045",1,39.7188827538682,28.5491552888793,3.35818242118917,4.78134344236713,6.42838271801578
"SP045",2,43.2461208913671,32.8479154015619,14.2181274140934,3.45849912892386,5.05301815561011
"SP046",1,51.4171164624731,35.1141062954997,11.7778356131107,3.98478448375232,6.97129698802211
"SP046",2,24.6682837498638,26.4057011377701,7.96396101349603,1.06260022020702,5.76956778329763
"SP047",1,16.6718044390382,27.7751227655528,5.26805154623357,8.05717014522476,4.36535313758131
"SP047",2,22.1168121978449,25.112207211445,6.63853480497955,2.96776995588454,3.8708679685842
"SP048",1,27.3644275081262,23.0319138536501,17.6334336581435,3.62096227787056,7.86116491275806
"SP048",2,18.0891167463243,37.7384867783749,35.4684193619915,3.76725902564637,4.53867927763648
"SP049",1,17.1437771015897,28.3507050535491,-7.20435590417048,5.76111908059638,3.27156675975575
"SP049",2,32.3517502124556,27.1070450206817,-0.695100364203651,7.06581725786068,3.79935025736869
"SP050",1,48.497773319092,33.3295110730123,-0.850786014616002,7.83090033868135,3.37868170219146
"SP050",2,13.022622806842,28.2160878952995,-3.23005732435966,5.93658021880221,4.9645111390578
"SP051",1,5.14326202765218,24.7758876756984,12.2514886133214,7.33679160001226,8.82476551244782
"SP051",2,23.8036288679418,27.1262314357663,17.7665971463288,7.29958247721638,5.78722724133975
"SP052",1,15.7504948784672,25.9842024244705,5.0812230336132,4.83542012321619,7.67672208832553
"SP052",2,-3.45758224048959,33.0429792563902,18.2357519109051,1.75961035563258,6.42946552832542
"SP053",1,9.31903620129138,41.3373856979818,12.3567705165706,4.56392825441835,2.98685164986626
"SP053",2,-3.43306713060546,27.4519153125702,15.0933305703194,7.18205445218037,2.89386803267179
"SP054",1,22.0869346509975,29.8778550575367,1.21667945496655,5.69735058616918,6.53537953731739
"SP054",2,28.3293659814753,21.3232576190086,21.969638747474,6.8311153395419,5.49963333818556
"SP055",1,35.4411354630146,35.5686437156679,-3.7701897123353,1.67594370279676,9.41096883232723
"SP055",2,75.7073965735418,33.916332030616,-4.02927590720776,3.30908574965512,7.91001812893425
"SP056",1,11.1752039759149,39.0247950174238,19.7552301110847,8.50740640696454,7.25150028868496
"SP056",2,26.2728534752153,27.7446841092506,25.2110913273732,4.44725516029259,5.31196041919172
"SP057",1,27.9750995077566,27.4283752426094,17.37590784532,1.19528307223839,6.31930361019903
"SP057",2,44.3770125946253,34.1997375864237,7.35789258172278,5.27866021323296,1.83255436514501
"SP058",1,38.0773528789332,34.062431273427,24.5088091509349,-0.529556828526385,1.62050131484114
"SP058",2,40.2783472211003,28.0010953910182,15.7110272909402,4.86517210483314,3.77292388288519
"SP059",1,41.1963554569229,28.7714514991206,0.597192160538693,4.09493931926282,3.03386351263286
"SP059",2,39.5305835026211,28.2606297636634,3.451052178,9.84873512615813,5.69506234616903
"SP060",1,13.5108892274235,39.4830316818906,23.0097672587604,2.18512819648184,-1.33023812738852
"SP060",2,51.7985507731444,34.2948781111238,13.2685078486093,-0.224944611974008,6.39045917414709
"SP061",1,16.2426527935297,26.7006852336407,10.3313139304669,7.98290930343689,5.20356086331112
"SP061",2,37.8262798615296,33.260816879563,2.28190048833195,5.53090694917115,3.34786239670329
"SP062",1,36.2923456589038,30.163120209871,-4.30822831213683,4.26195043443688,5.39057677317067
"SP062",2,34.426525232544,17.4006590039361,17.6243781400154,9.6633553852437,4.69883127298905
"SP063",1,37.2572654847634,22.5641116780066,23.6528703544176,6.71459199431835,6.2372846449555
"SP063",2,56.5339103937983,25.654209108034,9.7754389788628,4.50433307435779,5.85876122182623
"SP064",1,31.3346085267683,32.2102824875291,8.75747907779921,6.17087319611372,5.19297079447451
"SP064",2,14.8192543196241,24.4967571021063,6.53272447046555,5.77027008567827,3.96300282354187
"SP065",1,27.3748508816144,30.5640898365123,11.2946239836432,5.10987508921393,6.90638178759308
"SP065",2,14.4041889194041,29.5999597458112,-1.95700108472703,5.5913108706808,8.46680594107607
"SP066",1,57.8958127447818,35.3046162649878,27.9728038208525,10.594251455799,6.59678056341852
"SP066",2,25.3791153763558,27.4568221669265,4.20844989418877,9.23418494072154,6.43986429325127
"SP067",1,25.4818583966307,42.2604435078819,3.06567530675576,2.93368784226735,9.18540928849777
"SP067",2,38.2711240453585,36.5624900488571,16.4376068881261,6.28567245828017,5.45721241372147
"SP068",1,50.7684062376722,38.365299695347,18.0411023011686,4.45344058957134,5.32782265022806
"SP068",2,37.0067935278282,35.0951827980102,6.13085768328242,5.13794389092008,6.01710108801825
"SP069",1,37.7530269130105,24.7832511099886,-7.64213084192052,8.12404896321067,4.95467522611976
"SP069",2,41.3868684522159,25.3964821694582,15.6578161609189,-1.48813188095661,7.32083717949301
"SP070",1,16.4424102762897,29.1161383246249,16.7692953230604,4.72890334053408,5.78468439004946
"SP070",2,34.2771901261017,37.3712834934475,6.95207005301301,2.96767924887233,6.9009364219532
"SP071",1,33.7833917040774,35.1115287027725,22.6554333212772,2.86106369784021,7.14536047616504
"SP071",2,29.1689864337868,30.8511644936379,12.9404330297756,2.93721436208411,8.82359146138366
"SP072",1,-15.1982442531577,28.413198939953,3.69816106112239,6.07326313135214,2.15330267122841
"SP072",2,4.03550892171511,31.8062734036869,18.1391839750059,7.37722674662925,0.871326744918194
"SP073",1,20.4305634378919,23.3931580343008,22.5737172779657,7.39673064189661,4.13194015224097
"SP073",2,14.3343459990331,26.5769171313286,15.6499575220722,3.39625298824148,3.91280579929957
"SP074",1,13.0136499781466,25.6488885001782,-0.563073391104792,4.34076646718393,1.91209173774871
"SP074",2,26.1683377919968,31.5193367889291,0.654147054218633,0.110479428999961,3.70767616850164
"SP075",1,32.4987793212427,31.4537595878742,5.71763900364868,4.86160416103021,4.3570204270604
"SP075",2,28.5685106525824,27.9423009595125,9.57984318523655,3.88103905860197,2.50990944137061
"SP076",1,5.67024139327646,25.0420109476428,26.8362307268558,-0.220929495800993,6.12352540630708
"SP076",2,3.73670967526308,22.3393170201478,34.888047072028,4.56616416886698,-0.14726644779887
"SP077",1,27.2658670640536,39.0196710760177,13.5303510676608,5.12468924862397,3.87425556093664
"SP077",2,7.96226281305944,30.1205169387153,-0.801643615889306,5.51070666227964,3.65769202616845
"SP078",1,10.739360245401,35.6361909331793,15.6264314457943,4.91535645119553,3.86398604548268
"SP078",2,30.0249039595248,39.2439131423534,6.0165019606857,5.08773495629585,4.74786792198079
"SP079",1,26.5727219949407,37.3823169464326,1.97191914692346,6.76845816624059,1.41476902405754
"SP079",2,7.18191779359097,29.3921660957692,11.3123490409069,7.35759798511545,3.06150908819486
"SP080",1,58.3157474407778,34.1969199901918,13.3053582110427,4.68153084782782,4.51718084738772
"SP080",2,38.25832953518,40.6752241425042,1.98769300521191,0.831401600732438,4.74384078504908
"SP081",1,25.2378012934545,36.3445389579616,25.6407856681825,0.216777706386582,3.66354015214951
"SP081",2,43.0553605799885,36.826483355828,8.75882927794483,7.2250679912207,3.58153299223607
"SP082",1,13.6456831754621,25.5119239015223,21.6247122815228,4.8636007807251,6.11850640759427
"SP082",2,15.646852941489,32.192243320281,8.1604440798963,4.80330021874031,4.90321849557438
"SP083",1,18.735210353365,24.0513969102113,9.28680646653704,4.02609531489301,7.31016603225653
"SP083",2,23.8358626653319,22.8445244017543,19.288822267804,0.779730799190633,0.923588138771878
"SP084",1,28.8990816339345,18.1592163370287,15.7407243617877,1.71097555997599,3.53248209973188
"SP084",2,37.6398090607858,33.8481956276523,-6.84086528060281,4.99269667816492,6.29267051353344
"SP085",1,77.3619799764007,30.9092646582643,5.57221506279476,2.97187915222173,2.77896099691556
"SP085",2,40.5763688521004,43.3772438315513,3.0778916485406,7.47027215876104,7.37200707648849
"SP086",1,46.6737475511801,34.1110983863527,1.16230245252482,2.74232038132675,2.43925382730201
"SP086",2,16.3117464640302,24.4976336504733,9.63378635186323,1.54061428589492,2.99796987714757
"SP087",1,13.0383102787364,30.5619777642371,3.77015266394492,6.28303106642659,2.49885191164095
"SP087",2,-3.31594387577641,30.5865558184679,8.60224513219928,5.96546874062098,2.33214054622811
"SP088",1,48.9642855652563,39.0437599825177,16.4578000558408,0.252545811352308,3.72724216546736
"SP088",2,60.6221089787422,25.7977978437582,12.3233635521932,4.76265841097812,5.54172672884232
"SP089",1,50.3908705691108,23.7932366980829,18.1643519116267,4.3709749124215,4.37309039425846
"SP089",2,34.1849245040935,22.1766086440481,18.2070121702917,2.90283496873868,1.35283535891975
"SP090",1,37.622767024488,22.2672242792618,-4.79418464936745,3.59077454810246,4.43503759764568
"SP090",2,43.505533007572,24.4780850624456,18.5501770702336,5.17145240366969,6.19400883269601
"SP091",1,28.7650616621221,44.8816855582747,14.8088024594406,4.91887812885748,8.57009317289026
"SP091",2,37.8507349322979,32.3040654525309,10.5157693775951,4.0498704924499,8.59328204593028
"SP092",1,11.9427815760154,18.8810180710496,12.410191236255,8.09441309687431,4.91190356106364
"SP092",2,0.612731365652035,27.0926792784539,9.39499627968546,8.20092692338282,4.08309748938397
"SP093",1,36.7106448309979,41.4008639896821,0.38888181529123,5.80787644510806,1.76762135188127
"SP093",2,37.291284324098,32.6386803806498,5.94919532638399,2.6505739811871,5.77538154132152
"SP094",1,-16.77427248091,29.7904541162751,5.62463473917407,5.90330653294055,6.97846879135824
"SP094",2,19.3719418421207,34.7863077246807,-1.88573774183077,7.89874616253928,8.25249715751917
"SP095",1,29.6056941388639,36.4898383917017,33.5634718238918,6.93039268852569,6.86794680295846
"SP095",2,41.001380208656,31.3269048232324,5.8209778487082,3.71767610138635,6.35835149565529
"SP096",1,40.0614473794433,26.1294590518341,7.80313416686366,3.44097483496898,1.70382625167006
"SP096",2,21.8474115979112,20.4874373870367,26.1437772211507,4.93045347735573,5.62398542130165
"SP097",1,24.9238171004578,31.4874514202984,6.14028185923654,2.87394735909157,6.54073893587056
"SP097",2,9.13695258135706,38.2081953149843,18.6451157979138,4.7398821076469,4.89420274527225
"SP098",1,59.4273246948222,36.3992408576102,7.94418567913022,4.82374484708616,4.04899097777127
"SP098",2,17.9837914085436,29.1614441261332,4.48559662590192,3.56714190541962,5.91988429474598
"SP099",1,48.2912915466221,33.5980286841782,-0.442300382808272,2.01059165903953,4.82881218423607
"SP099",2,41.1870313995445,29.6485859245797,-3.49765068739803,4.47307188579066,6.05404281690628
"SP100",1,27.8431754872214,34.0803562640195,7.53332440728858,7.95241777583758,6.58885002265623
"SP100",2,23.8763356829424,33.5887499843173,18.1687260499393,5.01587997565647,5.64495212820029
"SP101",1,20.2054974219541,32.7016164253517,19.2661007913559,2.4377659646382,4.98817252908139
"SP101",2,3.21694332701427,25.8796023903187,13.8280112834119,8.27242703895647,3.25787946546205
"SP102",1,8.29602135803112,34.050255460348,21.7715771358433,3.46109735016432,6.4049180948555
"SP102",2,21.8573099949294,38.9925232525667,4.16852000080323,2.1934544885068,8.92887954306001
"SP103",1,28.5007237620152,34.6432948090609,29.3522217341755,2.75020033036656,7.18555520338272
"SP103",2,5.8249758090922,22.2870491755067,9.70802107738776,2.75672306723653,2.72938345467018
"SP104",1,47.5287519859532,33.6367347859251,29.076882131302,2.77018547207688,4.21677203494818
"SP104",2,-2.2810275641674,45.6301975978611,37.4865419140472,-0.128721144667619,2.20638624316806
"SP105",1,26.831810023413,25.6425066544991,8.02457890243327,5.9559008736359,3.19922931432565
"SP105",2,3.1231602343198,28.7847433727561,1.10095631140838,4.60425204679943,5.76308175520637
"SP106",1,-1.29102460975014,29.1624369590671,0.169781414598411,3.10004710419643,2.61838208601333
"SP106",2,29.6031249901732,27.5217658673278,1.57037557944964,8.87156357846197,0.8195911635669
"SP107",1,52.4356313712202,29.0402644908251,8.90305352659023,-1.18390738815304,6.33247451217776
"SP107",2,25.0397132304524,17.5809853496382,7.08058242685841,13.4292388165308,7.39891126920271
"SP108",1,25.4018577678839,28.6707223053491,16.3277775917575,1.63304880673405,5.38040145323399
"SP108",2,10.2375746122418,26.0084778871165,10.8409449359978,2.13764422664102,6.12949192161548
"SP109",1,15.5417360113293,32.2446604777629,6.63051919347163,3.50743074280208,5.56158445686104
"SP109",2,-1.38401503830157,34.4948012779807,20.8314819912921,6.78646859151895,7.65725327942854
"SP110",1,-16.0894068945663,34.5273122409625,30.2410831678698,5.36561225855787,4.50747876408919
"SP110",2,14.2874115791578,29.2972919410355,24.8518860404108,6.57376266762772,7.55532764554466
"SP111",1,19.713431724554,28.8506002694717,28.6279263501028,6.52561788345289,4.7458475870598
"SP111",2,12.4972535346997,30.1851949972465,28.7483487504826,2.35353809952166,4.26353472813804
"SP112",1,45.1970564052003,20.2759126704077,7.63718747502777,8.38991831291242,5.44181027842734
"SP112",2,47.1905574128399,27.1586891554695,-0.284432589139914,5.08993099557834,3.22359930446335
"SP113",1,27.2304900577689,30.8862830432142,10.9707061068309,0.408912791170691,2.09696998300514
"SP113",2,19.0169933855785,19.1549374497125,11.817023529781,-1.2469541733353,4.73877776299365
"SP114",1,24.8839498348267,30.4109027167975,17.8869664384936,5.99746274106763,3.83877826903389
"SP114",2,19.7075745526171,38.9653449051288,15.7294872390852,7.85438536885976,3.76499841162885
"SP115",1,22.0293949277857,28.0506214476572,25.6749982271535,10.5112737082444,6.05714953724077
"SP115",2,12.8794122392425,36.6926950234393,24.3355414516274,8.26386768818694,3.27832206450969
"SP116",1,33.4749025728464,17.9252352821184,19.3767506325794,3.12998712963808,4.80387049692195
"SP116",2,29.292787331888,30.0564815205321,13.2785458241696,5.78753712399291,3.60511742000234
"SP117",1,21.1204410194177,42.3447927598106,10.1105199912271,9.0522884494335,2.99274986814978
"SP117",2,11.9221266442942,35.4677484782019,7.1911482841519,4.10484202852363,3.91530849856032
"SP118",1,21.7358362632518,24.6924198323442,36.8405519334404,6.85688325483601,5.70332096640205
"SP118",2,48.5126792120508,27.7065622659864,0.328018305545664,8.13441102061789,6.44585760653457
"SP119",1,32.4251434008661,25.2669758068878,-2.5565152628683,11.8236942337337,4.04312938236254
"SP119",2,29.2822177843333,29.4805370966025,18.952395810921,11.712468625782,3.30984865725705
"SP120",1,20.2523824134658,18.6023211997591,22.7428004153615,3.12946252689982,2.4470802731208
"SP120",2,27.4036071338632,24.9616319708508,27.6777917926598,1.7694616479025,2.59582624753809
"SP121",1,49.7694592983062,37.0897632931828,0.0922970354580688,2.42020146353946,1.57507314766131
"SP121",2,24.9179569825742,31.7720580343702,-6.55185839128843,6.92759504783519,5.38480857904646
"SP122",1,42.6868983908207,31.5774279470048,15.7020165614897,1.10578659371734,7.4179275703445
"SP122",2,30.3620676240569,35.0185308640077,2.52680577033001,2.63412750303303,4.64716474299404
"SP123",1,40.881626409024,23.9293280981551,8.53265235890947,8.0936215719722,2.6436558977061
"SP123",2,29.3426381502143,23.1863138722839,9.20693461486148,5.76041466627222,5.9261457117665
"SP124",1,12.2616398230107,26.7174538407297,9.30647303194892,6.17102177798556,1.92017405978501
"SP124",2,13.1484611610275,32.1878466903539,16.8659110945253,6.05450352010095,7.06353431832842
"SP125",1,54.0822651712596,26.5083758451423,8.49649289506561,2.13860647069441,3.54876455110072
"SP125",2,25.6973224999002,22.9330194297523,17.855221999716,2.25705788025077,5.94286016572375
"SP126",1,17.7468613056946,33.859316099964,0.883250213318568,1.80039735064637,2.45221001619305
"SP126",2,23.4598124978362,29.8570377395323,10.8294288492788,7.60005523641612,4.91960574263196
"SP127",1,13.2987429067859,26.3089842841108,16.882397917491,2.6990139360359,3.4230972385884
"SP127",2,30.167866539555,32.016037503767,26.9328289692999,5.93329465854443,5.06393073269922
"SP128",1,11.2696912365372,35.5355294439788,2.59162559242619,5.82487789827394,4.83952072113516
"SP128",2,17.1501248365882,28.5618767572735,-7.1497371015231,2.69312257442803,4.06258255348293
"SP129",1,45.783890031419,41.4929106121823,7.36967790732934,6.33990244559132,7.73590861716655
"SP129",2,54.3863842125559,32.217470944923,0.95929808452116,6.72846302144871,5.74645413376303
"SP130",1,35.8268669553047,39.075113719419,9.78807662617097,6.33146651669241,5.28260298714079
"SP130",2,42.3817611474047,35.0621992797458,11.9303399267221,5.69825128794552,4.71618900603011
"SP131",1,28.031674926134,20.8291894498684,19.5844913878273,5.26343862663481,2.39984489071049
"SP131",2,33.2325294555699,24.3088285749501,-2.01697428617433,4.69793985355268,2.50208654756606
"SP132",1,29.6875995611037,34.2416161593072,14.6682335155698,3.0021663439379,6.55882747391363
"SP132",2,35.0119042491316,28.5086134751036,17.5278086207134,5.90696746399598,8.93051092297185
"SP133",1,31.5803891095082,24.7916724066092,5.30899332884503,6.96646183808875,2.48637810520401
"SP133",2,30.2556168945535,27.9933708889078,10.1522836875931,7.16576526669146,1.97104771765
"SP134",1,6.12421588652359,38.4157748570054,2.88520364666308,5.68446798265187,6.6029225402259
"SP134",2,10.6184977751604,31.4203597966691,21.5742522098924,1.93694764220307,5.49834896434773
"SP135",1,21.6239898318458,27.4126487074455,3.51133973543776,5.0141943250164,4.45992167264003
"SP135",2,11.5645432683405,32.7953935339437,-1.38096910105526,6.66553732473399,5.70100812710494
"SP136",1,25.6846754012227,23.9149644798251,-4.15193892156099,1.73208073098861,3.10992264848411
"SP136",2,45.9448507178604,38.7274818361273,9.07180570677523,4.08773318509344,6.54187638529494
"SP137",1,39.2719463012258,38.2478296836461,14.360484764077,3.04806016103966,5.08162976030546
"SP137",2,42.3279440098218,33.2777427026253,2.80111167967787,1.81133731469774,6.82565801323861
"SP138",1,36.7253555910386,36.869123722293,15.0376416615858,5.32757559125505,4.49484150779199
"SP138",2,55.0006454568543,31.413458514352,19.7659904474191,8.63212398955212,2.10759115417464
"SP139",1,59.4431196095039,37.6147720364124,5.69018758524636,4.53512677620689,3.97193436423256
"SP139",2,36.7325293394614,44.0633478339757,22.8468397115266,5.78090691335514,5.30891633984934
"SP140",1,39.7294061411608,30.0299542040783,23.8636786404341,-0.0962963693498784,7.8710349808924
"SP140",2,27.537403437068,29.5019743544695,33.3245375386546,0.394800241519674,5.69734444077963
"SP141",1,46.5683033146769,37.985484828157,5.68060580472696,5.96723042016699,8.38394082494423
"SP141",2,12.2201567453632,31.8074473754193,10.7831641414575,8.76984065865603,7.32550154072459
"SP142",1,34.9864610881985,24.7973988355395,15.1099210558525,3.73609202016318,5.65743385241681
"SP142",2,42.9464655479985,35.4232931170635,24.2494376506589,5.90949267257035,4.51598546099495
"SP143",1,37.839596127368,27.3873733378313,0.246249049115898,7.22659561886109,5.29201824488364
"SP143",2,14.6444991574547,33.6810990116606,16.5849257924437,9.11379079231362,5.2080344824576
"SP144",1,48.6782811906984,30.5339770264732,32.1723155339628,7.00680079224238,4.58443102349145
"SP144",2,53.9121002871482,23.1868826579865,26.3328768936092,6.63319725976242,5.98770407708708
"SP145",1,33.0619803792592,21.8063329865231,20.4136328392785,1.40793631735294,3.03043658574829
"SP145",2,30.4179785277117,34.4555497294256,-0.996901120691781,5.06232774820894,-1.00814047115911
"SP146",1,58.269082224393,32.1688897631133,7.03616504890924,9.34945923336426,8.86363005548066
"SP146",2,19.6194239056265,22.4173885394606,9.9574318824654,5.18938399293272,3.95489977643429
"SP147",1,34.3083847408425,32.9946975241955,8.46166793611791,9.48530509644484,6.84860495460756
"SP147",2,54.8420550975445,30.4122011357177,-3.22413872355172,6.23174789626927,5.94168869912713
"SP148",1,30.5542339868578,21.2976592659338,5.64567826986303,3.5111380661228,4.96392101411723
"SP148",2,20.4110217039439,26.7928792764927,19.0616511876417,7.59356304270409,4.62432421726611
